_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
26205,RAHINAH BINTE HASAN,E02001L002,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,A,na,na,na
26206,YAP CHIEW KOON,E02001L001,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,A,na,na,na
26207,SALBIAH BTE OSMAN,E01292N007,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26208,NORISAH BINTE JA'AFAR,E01292N006,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26209,TOH KEM KEE,E01292N005,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26210,LIM YANG PENG,E01292N004,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26211,CHAN HIANG NOI,E01292N003,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26212,D.LEELA,E01292N002,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26213,GOH KIM KWEE,E01292N001,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,A,na,na,na
26214,NOORAINI BINTE IBRAHIM,E01291P008,2 MATTAR ROAD MACPHERSON PRIMARY SCHOOL SINGAPORE 387724,A,na,na,na
26215,JANAIDA BTE MOHID,E01291P007,2 MATTAR ROAD MACPHERSON PRIMARY SCHOOL SINGAPORE 387724,A,na,na,na
26216,WONG YIN LENG,E01291P006,2 MATTAR ROAD MACPHERSON PRIMARY SCHOOL SINGAPORE 387724,A,na,na,na
26217,KAMISAH BTE AMINUDIN,E01291P002,2 MATTAR ROAD MACPHERSON PRIMARY SCHOOL SINGAPORE 387724,B,na,na,na
26218,SIM ENG KIAT,E01291P001,2 MATTAR ROAD MACPHERSON PRIMARY SCHOOL SINGAPORE 387724,A,na,na,na
26219,TAN AH JEE,E01284N008,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26220,TEO TONG KEW,E01284N006,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26221,LEE YOCK CHOO,E01284N005,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26222,HO CHENG HOCK,E01284N004,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26223,FAUZIAH BTE ABDULLAH,E01284N003,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26224,ROSLINAH BINTE SUMIT,E01284N002,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26225,HANG LAN SHU,E01284N001,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,A,na,na,na
26226,THOMSON CATERING & ENTERPRISES PTE LTD,E01283P003,11 CALSHOT ROAD TRENT OVERHAUL FACILITY SINGAPORE 509932,A,na,na,na
26227,THOMSON CATERING & ENTERPRISES PTE LTD,E01283P002,11 CALSHOT ROAD TRENT OVERHAUL FACILITY SINGAPORE 509932,A,na,na,na
26228,THOMSON CATERING PTE. LTD.,E01283P001,11 CALSHOT ROAD TRENT OVERHAUL FACILITY SINGAPORE 509932,A,na,na,na
26229,TAN WEE KIONG,E01279J006,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26230,TAN SING BING,E01279J005,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26231,AHMAD BURHAANUDDIN BIN ANUAR,E01279J004,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26232,LEO MUI ENG,E01279J003,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26233,KHAI LOO WAH,E01279J002,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26234,LEO CHIN LEE,E01279J001,71 UBI CRESCENT #01-05 EXCALIBUR CENTRE SINGAPORE 408571,B,na,na,na
26235,HAWAMA BINTE HASSAN,E01191A014,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26236,TAN LEE HO JEFFREY,E01191A013,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,na,na,na
26237,TADKA INDIAN KITCHEN PTE. LTD.,E01191A012,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,na,na,na
26238,SAWANGSI SOMMAI @ NINNAM SOMMAI,E01191A011,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26239,CHAN KAM SENG,E01191A010,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26240,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,E01191A009,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,na,na,na
26241,CHONG MEE FONG,E01191A007,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,A,na,na,na
26242,CHONG YOON CHU,E01191A006,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26243,VO THI KIM YEN,E01191A005,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26244,GOODY FOODY PTE LTD,E01191A004,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,na,na,na,na
26245,GOH MEI SHAN (WU MEISHAN),E01191A003,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,6,na,na
26246,KOPITIAM INVESTMENT PTE LTD,E01191A002,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,na,na,na
26247,KOPITIAM INVESTMENT PTE LTD,E01191A001,10 UBI CRESCENT #01-04 UBI TECHPARK SINGAPORE 408564,B,na,na,na
26248,LIM KUONG KWOK,E01105E013,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26249,TAN BOON CHUAH,E01105E012,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26250,LIM KUONG KWOK,E01105E010,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26251,LIU SAIJIN,E01105E009,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26252,LEE SAIK LING,E01105E008,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26253,LIM KUONG KWOK,E01105E007,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26254,LIM POOH KIM,E01105E006,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,A,na,na,na
26255,KIMLY FOOD HOLDINGS PTE. LTD.,E01105E005,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26256,YEO ANNIE,E01105E004,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26257,LEE HOCK AUN,E01105E003,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,na,na,na,na
26258,MASLINDA BINTE MAHMOOD,E01105E002,11 CHANGI NORTH STREET 1 #01-04/15 SINGAPORE 498823,B,na,na,na
26259,LOW KWEE LEONG,E01036V002,311 GEYLANG ROAD SINGAPORE 389350,B,na,na,na
26260,CHAI PEI CHEE,E01036V001,311 GEYLANG ROAD SINGAPORE 389350,B,na,na,na
26261,LIM LIM JONG,E00199N008,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,B,na,na,na
26262,ONG BEE BEE,E00199N006,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,A,na,na,na
26263,MISLIA BINTE OSMAN,E00199N005,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,A,na,na,na
26264,TUGIAH BINTE OSMAN,E00199N004,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,A,na,na,na
26265,MANIMAGALAY D/O S V RENGASAMY,E00199N003,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,A,na,na,na
26266,LIU YIYING,E00199N001,10 SERAYA ROAD TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259,A,na,na,na
26267,PARIDAH BTE SULAIMAN,E00196V008,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26268,NUR AIDA BINTE BANDI,E00196V007,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26269,TAN CHAR BOH,E00196V006,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26270,TSAI LAI FA,E00196V005,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26271,HENG KEE SUAN,E00196V004,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26272,HENG YONG PHEOW BENSON,E00196V003,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26273,ONG GEK MUI,E00196V002,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26274,TEO LAY PHENG,E00196V001,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,A,na,na,na
26275,SIM SEOW KEE,E00193C008,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26276,TEO BENG ENG,E00193C007,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26277,WONG FONG CHUN,E00193C006,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26278,CHNG CHENG NEO,E00193C005,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26279,TAN HUANG KIANG,E00193C004,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,B,na,na,na
26280,SATIMAH BT KAMIS,E00193C003,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26281,LOW KUI KEE,E00193C002,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,A,na,na,na
26282,NORLI BINTE AHMAD,E00193C001,20 SIGLAP VIEW ST. STEPHEN'S SCHOOL SINGAPORE 455789,B,na,na,na
26283,GOON SUIT MEE,E00189X008,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26284,SABARIAH BTE PUTEH,E00189X007,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26285,NORIZAH BINTE ABDULLAH,E00189X006,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26286,ARITA BTE ALI,E00189X005,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26287,LIU VOON FOON,E00189X004,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26288,TAN TECK SOON,E00189X002,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26289,MR CHEE HAN LIANG,E00189X001,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,A,na,na,na
26290,NEO LAY HWEE,E00178B003,2 CHANGI SOUTH LANE JIT LOGISTICS CENTRE SINGAPORE 486123,B,na,na,na
26291,HAYATI BINTI HAIDU,E00178B002,2 CHANGI SOUTH LANE JIT LOGISTICS CENTRE SINGAPORE 486123,na,na,na,na
26292,NG YONG KIAT,E00178B001,2 CHANGI SOUTH LANE JIT LOGISTICS CENTRE SINGAPORE 486123,B,na,na,na
26293,NG KAR SUAN,E00157L008,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26294,YEO SIEW KHIM,E00157L007,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26295,YEO AH MOY,E00157L006,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26296,ANISAH NAGIB,E00157L005,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26297,NAFISAH BTE KOYA KUTTI,E00157L003,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26298,HAMZAH BIN ALI,E00157L002,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26299,HENG HWEE HOON,E00157L001,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,A,na,na,na
26300,RADIAH BTE ABDULLAH,E00140J005,8 CHAI CHEE LANE EAST COAST PRIMARY SCHOOL SINGAPORE 469031,A,na,na,na
26301,AZAH BINTE HAMZAH,E00140J004,8 CHAI CHEE LANE EAST COAST PRIMARY SCHOOL SINGAPORE 469031,A,na,na,na
26302,THAM MEW NGO,E00140J003,8 CHAI CHEE LANE EAST COAST PRIMARY SCHOOL SINGAPORE 469031,A,na,na,na
26303,TAN SIEW CHENG,E00140J001,8 CHAI CHEE LANE EAST COAST PRIMARY SCHOOL SINGAPORE 469031,A,na,na,na
26304,CU MR FOOD STATION PTE. LTD.,E00139P008,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,6,na,na
26305,A & S HOSPITALITY MANAGEMENT PTE. LTD.,E00139P007,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,A,na,na,na
26306,LIN JUAN,E00139P006,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,na,na,na
26307,CU MR FOOD STATION PTE. LTD.,E00139P005,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,na,na,na
26308,KOO SEU CHAI,E00139P004,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,6,na,na
26309,RITA TAN,E00139P003,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,4,na,na
26310,CU MR FOOD STATION PTE. LTD.,E00139P002,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,na,na,na,na
26311,CU MR FOOD STATION PTE. LTD.,E00139P001,69 BEDOK SOUTH AVENUE 3 #01-498 SINGAPORE 460069,B,na,na,na
26312,CHIA HNG LARK,E00038B006,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,B,na,na,na
26313,ENDON BTE OMAR,E00038B005,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,B,6,na,na
26314,PHILOMEHA D/O THEVAPRAGASAM,E00038B004,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,na,na,na,na
26315,1D RESTAURANT PTE LTD,E00038B003,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,B,na,na,na
26316,LIM TEIK PHIEW,E00038B002,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,B,4,na,na
26317,LOH NGIAP BUAY,E00038B001,20 AIRPORT BOULEVARD SATS INFLIGHT CATERING CENTRE 1 SINGAPORE 819659,B,na,na,na
26318,DEMAX PTE. LTD.,CE16498X005,38 JALAN PEMIMPIN #01-04 M38 SINGAPORE 577178,na,na,na,na
26319,WONG WING HOONG,CE16498X004,38 JALAN PEMIMPIN #01-04 M38 SINGAPORE 577178,na,na,na,na
26320,TAN CHEE GUAN DANNY,CE16498X003,38 JALAN PEMIMPIN #01-04 M38 SINGAPORE 577178,na,na,na,na
26321,GOH BOO HONG,CE16498X002,38 JALAN PEMIMPIN #01-04 M38 SINGAPORE 577178,na,na,na,na
26322,ANG CHOON SIN ERNEST,CE16498X001,38 JALAN PEMIMPIN #01-04 M38 SINGAPORE 577178,na,na,na,na
26323,FOOD PARADISE ENTERPRISE PTE. LTD.,CE16318L006,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,B,na,na,na
26324,TAN JITSON,CE16318L005,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,na,na,na,na
26325,LIN YONGJIAN,CE16318L004,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,B,na,na,na
26326,FOOD PARADISE ENTERPRISE PTE. LTD.,CE16318L003,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,B,na,na,na
26327,FOOD PARADISE ENTERPRISE PTE. LTD.,CE16318L002,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,B,na,na,na
26328,LOCK KUM WAI (LUO JINWEI),CE16318L001,11B BOON TIONG ROAD #01-15 TIONG BAHRU VIEW SINGAPORE 163011,B,na,na,na
26329,"LING ZHONG QI, CYRUS FROST",CE16159E005,201 HENDERSON ROAD #03-18 APEX @ HENDERSON SINGAPORE 159545,na,na,na,na
26330,"LING ZHONG QI, CYRUS FROST",CE16159E004,201 HENDERSON ROAD #03-18 APEX @ HENDERSON SINGAPORE 159545,na,na,na,na
26331,SHARIFAH ROKIAH BTE SYED ALWEE,CE16159E003,201 HENDERSON ROAD #03-18 APEX @ HENDERSON SINGAPORE 159545,B,na,na,na
26332,"LING ZHONG QI, CYRUS FROST",CE16159E001,201 HENDERSON ROAD #03-18 APEX @ HENDERSON SINGAPORE 159545,na,na,na,na
26333,HILLTOP FOOD VILLAGE PTE LTD,CE15N45C005,81 TAGORE LANE #01-10 SINGAPORE 787502,B,na,na,na
26334,E C 936 FOOD VILLAGE PTE LTD,CE15N45C004,81 TAGORE LANE #01-10 SINGAPORE 787502,B,na,na,na
26335,TANGLIN HALT CAFE PTE. LTD.,CE15N45C003,81 TAGORE LANE #01-10 SINGAPORE 787502,B,na,na,na
26336,TANGLIN HALT CAFE PTE. LTD.,CE15N45C001,81 TAGORE LANE #01-10 SINGAPORE 787502,B,na,na,na
26337,CHODEE FOOD HOLDINGS PTE. LTD.,CE15M35N011,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26338,KOH PECK CHONG,CE15M35N010,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26339,KIMLY FOOD HOLDINGS PTE. LTD.,CE15M35N009,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26340,GLORIOUS FOOD PTE. LTD.,CE15M35N008,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26341,ONG SENG HUI,CE15M35N007,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26342,FOOD FACE (AMK) PTE. LTD.,CE15M35N006,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26343,TIAN TIAN HOLDINGS (CRM) PTE. LTD.,CE15M35N005,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26344,SENG KEE GROUP PTE. LTD.,CE15M35N004,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26345,CHOICE FOOD HOLDINGS PTE. LTD.,CE15M35N003,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26346,INDONESIAN EXPRESS PTE. LTD.,CE15M35N002,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26347,TENDERFRESH FRIED & BBQ CHICKEN PTE LTD,CE15M35N001,500 JALAN SULTAN #01-15 SINGAPORE 199020,A,na,na,na
26348,FOOD PARADISE ENTERPRISE PTE. LTD.,CE15L95X007,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26349,FOOD PARADISE ENTERPRISE PTE. LTD.,CE15L95X006,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26350,HOL WAH PTE. LTD.,CE15L95X005,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26351,FOOD PARADISE ENTERPRISE PTE. LTD.,CE15L95X004,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26352,FOOD PARADISE ENTERPRISE PTE. LTD.,CE15L95X003,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,na,na,na,na
26353,LOCK KUM WAI (LUO JINWEI),CE15L95X002,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26354,HUP CHONG F & B PTE. LTD.,CE15L95X001,330 ANCHORVALE STREET #01-02 SINGAPORE 540330,B,na,na,na
26355,DC GOURMET PTE. LTD.,CE15J58X011,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26356,DA LIAN HOLDINGS PTE. LTD.,CE15J58X010,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26357,DIVAN MYDEEN SYED ALI,CE15J58X009,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26358,CHIA WILLY,CE15J58X008,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26359,CHUN KHENG LENG,CE15J58X005,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26360,CHONG PANG HUAT HOLDINGS PTE. LTD.,CE15J58X004,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,na,na,na,na
26361,CHIA WILLY,CE15J58X003,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26362,7 STARS (85) PTE. LTD.,CE15J58X002,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26363,7 STARS (85) PTE. LTD.,CE15J58X001,85 DAWSON ROAD #01-02 MULTI STOREY CAR PARK SINGAPORE 141085,A,na,na,na
26364,SIA WEI KHONG (XIE WEIQIANG),CE15C34K012,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26365,JAWAHAR KALARANI,CE15C34K010,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,na,na,na,na
26366,ZHUO JIUHUA,CE15C34K009,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26367,CHAN CHEE KONG,CE15C34K008,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26368,CHANG JU YI,CE15C34K007,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26369,BUGIS VILLAGE EATING HOUSE PTE. LTD.,CE15C34K006,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26370,DIM IN TOWN PTE. LTD.,CE15C34K005,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26371,ALYA CAFE PTE. LTD.,CE15C34K004,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26372,STACK AND MUNCH LLP,CE15C34K003,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26373,SRISAOWALUK SRIWICHAI,CE15C34K002,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,na,na,na,na
26374,"Er Tah Wei, Vincent",CE15C34K001,114 LAVENDER STREET #01-68 CT HUB 2 SINGAPORE 338729,A,na,na,na
26375,ZHU YONGMAO,CE15A49J006,1 PARK ROAD #01-78H PEOPLE'S PARK COMPLEX SINGAPORE 059108,B,0,na,na
26376,ZHAO DEHONG,CE15A49J005,1 PARK ROAD #01-78H PEOPLE'S PARK COMPLEX SINGAPORE 059108,A,na,na,na
26377,ZHAO DEHONG,CE15A49J004,1 PARK ROAD #01-78H PEOPLE'S PARK COMPLEX SINGAPORE 059108,B,na,na,na
26378,NEW CAFETERIA PTE. LTD.,CE15A49J003,1 PARK ROAD #01-78H PEOPLE'S PARK COMPLEX SINGAPORE 059108,A,na,na,na
26379,FOODGLE HUB PTE. LTD.,CE15A15E012,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26380,CHUA CHYE HUAT,CE15A15E011,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26381,TOH TIAW HOY,CE15A15E010,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26382,FOODGLE HUB PTE. LTD.,CE15A15E009,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,B,na,na,na
26383,HUANG WEIHONG,CE15A15E008,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,na,na,na,na
26384,INDONESIAN EXPRESS PTE. LTD.,CE15A15E007,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26385,DUANGDUEAN SOMSRI,CE15A15E006,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,B,na,na,na
26386,YU ZHIQIANG,CE15A15E005,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,B,na,na,na
26387,TAY SOON WAH,CE15A15E004,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26388,NEI GU DEI NANYANG PTE. LTD.,CE15A15E003,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26389,LIU SANYE,CE15A15E002,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26390,ASTON FOOD & BEVERAGE SPECIALITIES PTE. LTD.,CE15A15E001,180 ANG MO KIO AVENUE 8 BLK P1 (SOUTH FOODCOURT) NANYANG POLYTECHNIC SINGAPORE 569830,A,na,na,na
26391,BROADWAY FOOD CENTRE (HOLDINGS) PTE LTD,CE15908K007,279 SENGKANG EAST AVENUE #01-01 MULTI STOREY CAR PARK SINGAPORE 540279,A,na,na,na
26392,CRAVYY PTE. LTD.,CE15908K005,279 SENGKANG EAST AVENUE #01-01 MULTI STOREY CAR PARK SINGAPORE 540279,A,na,na,na
