_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
174,CJS CATERING PTE LTD,NW12G29A000,1 SENOKO AVENUE #03-05 FOODAXIS @ SENOKO SINGAPORE 758297,A,na,na,na
175,CMS RESTAURANTS & CATERING PTE. LTD.,NW12E69X000,8A ADMIRALTY STREET #02-11 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,4,na,na
176,LUXE CATERING PTE. LTD.,NW12E65C000,8A ADMIRALTY STREET #01-34 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
177,SLS VEGETARIAN FOOD PTE. LTD.,NW12D83E000,15 WOODLANDS LOOP #04-23 SINGAPORE 738322,B,na,na,na
178,BRINDA'S PTE LTD,NW12C40L000,15 WOODLANDS LOOP #01-55/56 SINGAPORE 738322,A,na,na,na
179,SINAR F & B PTE. LTD.,NW12A95P000,8A ADMIRALTY STREET #02-38 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
180,K&K FOOD TRADING PTE. LTD.,NW12A94X000,8A ADMIRALTY STREET #07-22 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,C,4,na,na
181,AL-JAILANI HOLDINGS PTE. LTD.,NW12A62L000,8A ADMIRALTY STREET #03-18 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
182,WHITE BEEHOON RESTAURANT PTE LTD,NW12A50V000,8A ADMIRALTY STREET #06-38 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
183,AMRA CATERING PTE. LTD.,NW12A47K000,8A ADMIRALTY STREET #06-18 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,8,na,na
184,DE ESPERTO KITCHEN PTE. LTD.,NW12957L000,8A ADMIRALTY STREET #06-16 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
185,Fex Springleaf Prata Place Pte Ltd,NW11859A000,8A ADMIRALTY STREET #04-10 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
186,AL DENTE FOOD PTE. LTD.,NW11714K000,8A ADMIRALTY STREET #07-10 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
187,SIN RONG HAI RESTAURANT AND CATERING PTE. LTD.,NW11681P000,8A ADMIRALTY STREET #01-30 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
188,RUCHITA FOOD TRADING PTE.LTD.,NW11664X000,8A ADMIRALTY STREET #01-21 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,C,na,na,na
189,AMICI EVENTS & CATERING PTE. LTD.,NW11565A000,8A ADMIRALTY STREET #07-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
190,FOSTRE CATERING PTE. LTD.,NW11541P000,8A ADMIRALTY STREET #04-03 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
191,JIN HOCK FOOD HOLDINGS PTE. LTD.,NW11510J000,8A ADMIRALTY STREET #02-37 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
192,FULEE FOOD (2009) CATERING PTE. LTD.,NW11508X000,8A ADMIRALTY STREET #02-40 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
193,PREMIUM CATERING PRIVATE LTD.,NW11487P000,8A ADMIRALTY STREET #04-29 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,6,na,na
194,FULEE FOOD (2011) HOLDINGS PTE. LTD.,NW11300B000,8A ADMIRALTY STREET #02-39 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
195,ONE FAMILY CATERING SERVICE PTE. LTD.,NW11279E000,8A ADMIRALTY STREET #05-06 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
196,CITA RASA KITCHEN PTE. LTD.,NW11047L000,19 WOODLANDS LINK (PART) SINGAPORE 738728,B,na,na,na
197,OBAYED HOLDINGS PTE. LTD.,NW11043V000,8A ADMIRALTY STREET #06-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,C,6,na,na
198,KIMPO FOOD HOLDINGS PTE. LTD.,NW10510P000,8A ADMIRALTY STREET #06-11 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
199,REVADA FOOD & SERVICES PTE LTD,NW10504L000,8A ADMIRALTY STREET #04-25 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
200,DING JI (F&B) HOLDINGS PTE. LTD.,NW10475K000,8A ADMIRALTY STREET #05-38 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
201,VQ SERVICES PTE LTD,NW10453A000,8A ADMIRALTY STREET #07-40 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,4,na,na
202,XIAO YU ER HOLDINGS PTE. LTD.,NW10418E000,15 WOODLANDS LOOP #04-30 SINGAPORE 738322,B,na,na,na
203,FEI SIONG (F&B) HOLDINGS PTE. LTD.,NW10381V000,8A ADMIRALTY STREET #05-39 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
204,CHURRASCO FOOD PTE. LTD.,NW10281C000,8A ADMIRALTY STREET #02-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
205,RAJAH MAS CATERING PTE. LTD.,NW10233V000,8A ADMIRALTY STREET #07-30 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
206,LIM TECK LIEN ADRIAN,NW10142B000,8A ADMIRALTY STREET #05-11 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,6,na,na
207,RASA RASA GROUP CATERING SERVICES LLP,NW10139N000,8A ADMIRALTY STREET #04-08 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
208,ZHANG ZHIWEI,NW10040L000,8A ADMIRALTY STREET #06-33 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
209,WEE KEE CATERING PTE. LTD.,NW10004V000,8A ADMIRALTY STREET #03-07 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
210,SINSEA PTE. LTD.,NW09569C000,8A ADMIRALTY STREET #04-05 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,na,na,na,na
211,OH'S FARM CATERING (F&B) PTE.LTD.,NW09482P000,8A ADMIRALTY STREET #05-07 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
212,EMPIRE BISTRO PTE. LTD,NW09457X000,8A ADMIRALTY STREET #05-19 FOODXCHANGE SINGAPORE 757437,B,na,na,na
213,YE LIANG HOW CATERING SERVICE PTE. LTD.,NW09448V000,8A ADMIRALTY STREET #03-21 FOODXCHANGE SINGAPORE 757437,A,na,na,na
214,FOUR STARS RESTAURANT & CATERING PTE. LTD.,NW09430X000,8A ADMIRALTY STREET #07-39 FOODXCHANGE SINGAPORE 757437,C,na,na,na
215,TOPFLIGHT GROUP PTE LTD,NW09405V000,8A ADMIRALTY STREET #05-18 SINGAPORE 757437,B,4,na,na
216,NEO AH YONG,NW09387L000,8A ADMIRALTY STREET #06-07 FOODXCHANGE SINGAPORE 757437,B,4,na,na
217,LOW CHONG KEE,NW09355E000,8A ADMIRALTY STREET #07-37 FOODXCHANGE SINGAPORE 757437,B,na,na,na
218,SUBAIDAH BINTE MOHD ISMAIL,NW09332V000,8A ADMIRALTY STREET #07-26 FOODXCHANGE SINGAPORE 757437,B,na,na,na
219,FOOD FEST F & B PTE. LTD.,NW09301L000,8A ADMIRALTY STREET #04-02 SINGAPORE 757437,A,na,na,na
220,TOON LAI KUEN,NW09300N000,8A ADMIRALTY STREET #05-33 FOODXCHANGE SINGAPORE 757437,B,na,na,na
221,LOW CHONG KEE,NW09246N000,8A ADMIRALTY STREET #07-41 FOODXCHANGE SINGAPORE 757437,B,4,na,na
222,DUA GROUP PTE. LTD.,NW09230J000,59C JALAN MALU-MALU SINGAPORE 769674,B,na,na,na
223,TIM DELIGHT PTE. LTD.,NW08324E000,15 WOODLANDS LOOP #04-40 SINGAPORE 738322,B,6,na,na
224,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,NW08124X000,15 WOODLANDS LOOP #03-59 SINGAPORE 738322,B,na,na,na
225,KIMLY FOOD HOLDINGS PTE. LTD.,NW06436J000,13 WOODLANDS LINK #01-1C SINGAPORE 738725,A,na,na,na
226,EMPIRE FOOD MANAGEMENT PTE. LTD.,NW06404B000,15 WOODLANDS LOOP #03-55 SINGAPORE 738322,B,na,na,na
227,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,NW06197A000,32 WOODLANDS TERRACE(2ND FLOOR) SINGAPORE 738452,B,na,na,na
228,AMANI SERVICES PTE. LTD.,NW06105X000,60 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769675,A,na,na,na
229,LION KITCHEN PTE. LTD.,NW06027L000,8 WOODLANDS LINK #01-01 KONG GUAN INDUSTRIAL BUILDING SINGAPORE 738738,B,na,na,na
230,OW HONG HWA,NW05016C000,15 WOODLANDS LOOP #04-56 SINGAPORE 738322,A,na,na,na
231,LE XIN CATERING PTE. LTD.,NW04050J000,15 WOODLANDS LOOP #02-55 SINGAPORE 738322,B,4,na,na
232,MOM'S COOKING PTE. LTD.,NW04042J000,15 WOODLANDS LOOP #02-42 SINGAPORE 738322,B,na,na,na
233,SOO SAN NA,NW04032L000,15 WOODLANDS LOOP #01-05 SINGAPORE 738322,A,6,na,na
234,KIGI PTE. LTD.,NE15150X000,11 KAKI BUKIT ROAD 1 #05-01 SINGAPORE 415939,A,na,na,na
235,JEEWA LTD,NE15046P000,5 KAKI BUKIT ROAD 1 #05-05 EUNOS TECHNOLINK SINGAPORE 415936,A,na,na,na
236,JP PEPPERDINE GROUP PTE. LTD.,NE14516E000,123 DEFU LANE 10 #03-05 SINGAPORE 539232,A,na,na,na
237,ISO DELIGHT PTE. LTD.,NE14234V000,127 DEFU LANE 10 #02-01 SINGAPORE 539234,A,na,na,na
238,TONG CHIANG KITCHEN (1) PTE. LTD.,NE13L65K000,1 KAKI BUKIT ROAD 1 #05-16 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
239,KIM'S KITCHEN PTE. LTD.,NE13131X000,1 KAKI BUKIT ROAD 1 #05-18 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
240,CYNTHIA ZHENG XIU MEI,NE11648J000,22 DEFU LANE 10 #01-258 SINGAPORE 539203,B,na,na,na
241,NG CHIA,NE10194L000,24 DEFU LANE 10 #01-218 SINGAPORE 539205,B,na,na,na
242,SERANGOON GARDENS COUNTRY CLUB,NE10127L000,22 KENSINGTON PARK ROAD 2ND FLOOR-BANQUET SINGAPORE 557271,A,na,na,na
243,SHEERA PTE LTD,NE10086X000,5 KAKI BUKIT ROAD 1 #05-07 SINGAPORE 415936,B,na,na,na
244,CURRY & TANDOOR PTE. LTD.,NE10085V000,1 KAKI BUKIT ROAD 1 #05-26 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
245,SRINATH CATERING PTE LTD,NE09288E000,9 DEFU LANE 2 DEFU INDUSTRIAL ESTATE SINGAPORE 539467,C,4,na,na
246,ALICK TANG TIANG POH,NE09192V000,24 DEFU LANE 10 #01-222 SINGAPORE 539205,B,na,na,na
247,GOLDEN PILLOW 933 PTE. LTD.,NE08334N000,1 KAKI BUKIT ROAD 1 #05-11 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
248,TIRTA SARI PTE. LTD.,NE08115K000,1 KAKI BUKIT ROAD 1 #05-21 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
249,JUBILEE FOOD SUPPLIES PTE. LTD.,NE08013V000,1 KAKI BUKIT ROAD 1 #05-19 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
250,SEYU PTE. LTD.,NE08012A000,1 KAKI BUKIT ROAD 1 #05-20 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
251,ORANGE CLOVE CATERING PTE. LTD.,NE07560E000,1 KAKI BUKIT ROAD 1 #05-03/04 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
252,LIM LUAN SENG FOODS INDUSTRIES PTE LTD,NE06090K000,25 DEFU LANE 10 #01-210 SINGAPORE 539206,B,na,na,na
253,QUEK EE HONG,J98043C000,84 RIFLE RANGE ROAD MAYFAIR PARK SINGAPORE 588388,B,na,na,na
254,BADHON ENTERPRISE PTE. LTD.,J03109A000,6 TUAS BAY WALK #02-07 SINGAPORE 637752,B,na,na,na
255,3S RESTAURANT PTE. LTD.,J03037V000,6 TUAS BAY WALK #02-01 SINGAPORE 637752,B,4,na,na
256,CHOLANADU RESTAURANT & CATERING PTE. LTD,J03034C000,6 TUAS BAY WALK #02-05 BCT BUILDING SINGAPORE 637752,C,na,na,na
257,ANG HOCK CHUAN,J03020P000,20 BUKIT BATOK CRESCENT #11-20 ENTERPRISE CENTRE SINGAPORE 658080,na,na,na,na
258,KOREA FOOD COMPANY PTE. LTD.,E99076C000,3020 UBI AVENUE 2 #02-141 SINGAPORE 408896,A,na,na,na
259,CHEONG AH KIONG,E96281V000,3020 UBI AVENUE 2 #01-143 SINGAPORE 408896,B,na,na,na
260,HOL WAH PTE. LTD.,E96259P000,3020 UBI AVENUE 2 #03-113 SINGAPORE 408896,B,na,na,na
261,RAZALI BIN NEMAT,E96179P000,5 TOH AVENUE SINGAPORE 508033,B,na,na,na
262,LIM ENG KOON,E96146L000,17 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455712,B,4,na,na
263,CHIA PUI HUAY,E94090C000,20 OPAL CRESCENT SINGAPORE 328415,B,na,na,na
264,GAN LI ENG,E93192C000,114 TEMBELING ROAD SINGAPORE 423613,B,12,2016-04-14,2016-04-27
265,FOO HEE LIANG,E93191P000,5 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455704,B,0,na,na
266,ANGELI CATERING SERVICES PTE.LTD.,E92086V000,427 EAST COAST ROAD SINGAPORE 429014,B,na,na,na
267,ANTHONY HENG FOCK LIANG,E91129X000,11 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455710,B,na,na,na
268,EZB PTE LTD,E85056K000,105 SIMS AVENUE #10-04 CHANCERLODGE COMPLEX SINGAPORE 387429,B,na,na,na
269,CHOICE FOOD HOLDINGS PTE. LTD.,E03202L000,3017 BEDOK NORTH STREET 5 #02-33 SINGAPORE 486121,B,na,na,na
270,WEE YEE TSE,E03191E000,3020 UBI AVENUE 2 #03-115 SINGAPORE 408896,B,na,na,na
271,HENG TAT CATERING PTE. LTD.,E03015N000,3020 UBI AVENUE 2 #04-139 SINGAPORE 408896,B,na,na,na
272,ISLAND WIDE CATERING PTE LTD,E02204P000,171 KAMPONG AMPAT #04-12 K.A BUILDING SINGAPORE 368330,A,na,na,na
273,AZAD FOODS PTE. LTD.,E02088K000,9 LORONG 21A GEYLANG #02-00 WAH YANG (FOOD INDUSTRY) BUILDING SINGAPORE 388428,na,na,na,na
274,RAJAH INN RESTAURANT PTE LTD,E01158B000,171 KAMPONG AMPAT #05-18 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,A,na,na,na
275,CHISHTY SYED MOHAMED HAFEEZUDEEN,E01103K000,3020 UBI AVENUE 2 #02-147 SINGAPORE 408896,B,na,na,na
276,JPKL SERVICESS PTE. LTD.,E01077B000,171 KAMPONG AMPAT #04-10 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,B,na,na,na
277,CORIANDER LEAF PTE LTD,E01070P000,171 KAMPONG AMPAT #04-18 KAMPONG AMPANG INDUSTRIAL ESTATE SINGAPORE 368330,A,na,na,na
278,INTERNATIONAL CATERING PTE LTD,E00183J000,171 KAMPONG AMPAT #03-12 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,B,na,na,na
279,PAN PACIFIC HOTELS GROUP LIMITED,CE13V58E000,7500A BEACH ROAD THE PLAZA SINGAPORE 199591,A,na,na,na
280,MARINA BAY SANDS PTE. LTD.,CE13U45A000,10 BAYFRONT AVENUE (BASEMENT 2) MARINA BAY SANDS SINGAPORE 018956,A,na,na,na
281,SUNTEC SINGAPORE INTERNATIONAL CONVENTION & EXHIBITION SERVICES PTE. LTD.,CE13Q85J000,1 RAFFLES BOULEVARD #04-00 SINGAPORE INT''L CONVENTION & EXHIBITION CTR SINGAPORE 039593,A,na,na,na
282,SUNTEC SINGAPORE INTERNATIONAL CONVENTION & EXHIBITION SERVICES PTE. LTD.,CE13Q84K000,1 RAFFLES BOULEVARD #03-00 SINGAPORE INT''L CONVENTION & EXHIBITION CTR SINGAPORE 039593,A,na,na,na
283,DAISHO DEVELOPMENT SINGAPORE PTE LTD,CE13294X000,12 MARINA VIEW #03-00 THE WESTIN SINGAPORE SINGAPORE 018961,A,na,na,na
284,SHANGRI-LA HOTEL LIMITED,CE11559A000,22 ORANGE GROVE ROAD (4TH STOREY) SHANGRI-LA HOTEL SINGAPORE 258350,A,na,na,na
285,MARINA BAY SANDS PTE. LTD.,CE11440E000,1 BAYFRONT AVENUE LEVEL 3 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
286,CARLTON HOTEL (SINGAPORE) PTE LTD?,CE10739C000,76 BRAS BASAH ROAD CARLTON HOTEL (SATELLITE KITCHEN LEVEL 2) SINGAPORE 189558,A,na,na,na
287,MARINA BAY SANDS PTE. LTD.,CE10449X000,1 BAYFRONT AVENUE LEVEL 5 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
288,MARINA BAY SANDS PTE. LTD.,CE10440N000,1 BAYFRONT AVENUE LEVEL 4 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
289,MARINA BAY SANDS PTE. LTD.,CE10439A000,1 BAYFRONT AVENUE #B-04 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
290,MARINA BAY SANDS PTE. LTD.,CE10237P000,1 BAYFRONT AVENUE BASEMENT 2 (IN ROOM DINING) SINGAPORE 018971,A,na,na,na
291,TOMLINSON HOTEL PTE. LTD.,CE07D39K000,29 TANGLIN ROAD #B1 SAINT REGIS HOTEL SINGAPORE 247911,A,na,na,na
292,FOO KEE SENG,CE07453B000,36 SIN MING DRIVE #01-371 (PART OF SHOP 1) SINGAPORE 575710,B,na,na,na
293,RC HOTELS (PTE.) LTD,CE05683P000,2 STAMFORD ROAD (LEVEL 5) SWISSOTEL THE STAMFORD (COLD KITCHEN) SINGAPORE 178882,A,na,na,na
294,RC HOTELS (PTE.) LTD,CE05681V000,2 STAMFORD ROAD (BASEMENT 2) SWISSOTEL THE STAMFORD (PRODUCTION KITCHEN) SINGAPORE 178882,A,na,na,na
295,BIZLINK CENTRE SINGAPORE LTD,CE04332V000,10 BUANGKOK VIEW INSTITUTE OF MENTAL HEALTH SINGAPORE 539747,A,na,na,na
296,PANG OI KHENG,C97090C000,4008 DEPOT LANE #01-90 SINGAPORE 109762,B,na,na,na
297,Lavish Dine Catering Pte Ltd,C03003B000,20 BUKIT BATOK CRESCENT #11-13 ENTERPRISE CENTRE SINGAPORE 658080,A,na,na,na
298,KJM CURRY HOUSE & RESTAURANT PTE. LTD.,C02159P000,6 TUAS BAY WALK #02-06 SINGAPORE 637752,C,na,na,na
299,YONG KIN WAI,C02148A000,20 BUKIT BATOK CRESCENT #11-23 SINGAPORE 658080,B,na,na,na
300,AMMANI CATERING PTE. LTD.,C02137E000,20 BUKIT BATOK CRESCENT #13-20 ENTERPRISE CENTRE SINGAPORE 658080,A,na,na,na
301,TIONG BAHRU PAU PTE LTD,C02124P000,4008 DEPOT LANE #01-94 SINGAPORE 109762,B,na,na,na
302,QUALITY FOOD SERVICES PTE. LTD,C02071J000,6 TUAS BAY WALK #02-03 SINGAPORE 637752,B,6,na,na
303,JANNAT FATEMA CATERING & RESTAURANT PTE. LTD.,C02016A000,6 TUAS BAY WALK #02-04 SINGAPORE 637752,C,na,2016-03-26,2016-04-08
304,ALISA MAHAL RESTAURANT PTE LTD,C01184A000,6 TUAS BAY WALK #02-08 SINGAPORE 637752,B,na,na,na
305,MARIUM INTERNATIONAL (SINGAPORE) PTE. LTD.,C01184A000,6 TUAS BAY WALK #02-08 SINGAPORE 637752,na,na,na,na
306,D'FINE CATERING SERVICES PTE LTD,C01143X000,20 BUKIT BATOK CRESCENT #13-05 SINGAPORE 658080,A,na,na,na
307,SHATEC INSTITUTES PTE. LTD.,C01064N000,21 BUKIT BATOK STREET 22 SINGAPORE 659589,A,na,na,na
308,CHIAM MENG YEOW,B99105N000,15 WOODLANDS LOOP #04-33 SINGAPORE 738322,B,na,na,na
309,HARVEST CATERING PTE. LTD.,B98160J000,15 WOODLANDS LOOP #02-30 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,A,na,na,na
310,BADRIYA HOLDINGS PTE. LTD.,B98046K000,15 WOODLANDS LOOP #04-44 SINGAPORE 738322,B,na,na,na
311,SEAH JEE NGUAN,B97186X000,15 WOODLANDS LOOP #04-22 SINGAPORE 738322,A,na,na,na
312,ZINGRILL HOLDINGS PTE LTD,B97184A000,15 WOODLANDS LOOP #01-01/03 SINGAPORE 738322,A,na,na,na
313,CHIAM WEE KIANG,B97144P000,15 WOODLANDS LOOP #04-36 SINGAPORE 738322,B,na,na,na
314,KIAN HUAT RESTAURANT PTE. LTD.,B97122E000,15 WOODLANDS LOOP #03-28 SINGAPORE 738322,B,na,na,na
315,OH PENG KOK,B97119X000,15 WOODLANDS LOOP #04-48 WOODLANDS INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
316,THANGARAJAN S/O SUBRAMANIAM,B97117A000,15 WOODLANDS LOOP #04-61 SINGAPORE 738322,B,4,na,na
317,YEO LAI POH,B97115C000,15 WOODLANDS LOOP #04-55 SINGAPORE 738322,B,na,na,na
318,ONG TECK KIONG,B97103L000,15 WOODLANDS LOOP #04-53 SINGAPORE 738322,B,na,na,na
319,OH BENG YEW,B97098P000,15 WOODLANDS LOOP #04-52 SINGAPORE 738322,B,na,na,na
320,NG SIEW HUANG,B97097X000,15 WOODLANDS LOOP #04-18 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
321,ONG PANG HENG,B97087A000,15 WOODLANDS LOOP #04-28 WOODLANDS INDUSTRIES ESTATE SINGAPORE 738322,B,na,na,na
322,CHUA TEOW HOCK,B97082K000,15 WOODLANDS LOOP #04-20 SINGAPORE 738322,B,na,na,na
323,LIM KIM HUAT,B97069C000,15 WOODLANDS LOOP #04-43 WOODLANDS INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
324,NG CHOON KIAT,B97057L000,15 WOODLANDS LOOP #04-45 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
325,GOH WAH HONG,B97042C000,15 WOODLANDS LOOP #03-21 SINGAPORE 738322,B,na,na,na
326,NTUC FOODFARE CO-OPERATIVE LTD,B95003L000,1 ORCHID CLUB ROAD (HALAL BANQUET KITCHEN) ORCHID COUNTRY CLUB SINGAPORE 769162,A,na,na,na
327,KIAN HUAT RESTAURANT PTE. LTD.,B93051L000,61 JALAN MALU-MALU KINDOL GARDENS SINGAPORE 769676,B,na,na,na
328,LEE AH MOI,B90007A000,59-K JALAN MALU-MALU SINGAPORE 769674,B,na,na,na
329,TOH KOH CHING,B89076A000,64 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769679,B,na,na,na
330,LEE MEI LI,B03096K000,15 WOODLANDS LOOP #01-09 SINGAPORE 738322,B,na,na,na
331,ANG HEE GUAN,B02087V000,15 WOODLANDS LOOP #03-24 SINGAPORE 738322,A,na,na,na
332,BLISS GROUP PTE LTD,B01008N000,15 WOODLANDS LOOP #02-13 SINGAPORE 738322,na,na,na,na
333,GRAND MANDARINA PTE. LTD.,W99428J000,325 NEW BRIDGE ROAD #01-00/#02-00 SINGAPORE 088760,A,na,na,na
334,TAHERA24HRS RESTAURANT & CATERING PTE. LTD.,W99347J000,36B CUFF ROAD #01-01 SINGAPORE 209745,C,4,na,na
335,MUMMY'S RECIPE PTE. LTD.,W99343P000,149/151 DUNLOP STREET SINGAPORE 209466,A,4,na,na
336,TUNG LOK MILLENNIUM PTE LTD,W98433A000,68 ORCHARD ROAD #03-01/02 PLAZA SINGAPURA SINGAPORE 238839,A,na,na,na
337,STRAITS CHINESE NONYA RESTAURANT PTE. LTD.,W98423C000,34 CRAIG ROAD #01-08/09 CHINATOWN PLAZA SINGAPORE 089673,B,na,na,na
338,SUANTHAI RESTAURANT PTE. LTD.,W98381L000,101 KILLINEY ROAD SINGAPORE 239544,A,na,na,na
339,KITCHEN LANGUAGE PTE. LTD.,W98256V000,9 BRAS BASAH ROAD RENDEZVOUS GRAND HOTEL SINGAPORE 189559,A,na,na,na
340,KHALSA RESTAURANT PTE LTD,W98249X000,20 UPPER CIRCULAR ROAD #B1-38/44 THE RIVERWALK SINGAPORE 058416,A,na,na,na
341,SITARA RESTAURANT & LOUNGE PTE. LTD.,W98183V000,291 SERANGOON ROAD #1&3-00 SERANGOON BUILDING SINGAPORE 218107,B,na,na,na
342,ARASU RESTAURANT PTE LTD,W98176X000,53 CHANDER ROAD SINGAPORE 219540,A,na,na,na
343,JAVA KITCHEN PTE. LTD.,W98057J000,54 ZION ROAD SINGAPORE 247779,A,na,na,na
344,SK CATERING PTE. LTD.,W97432K000,1 KIM SENG PROMENADE #02-26 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
345,CRYSTAL JADE KITCHEN (GREAT WORLD) PTE LTD,W97414N000,1 KIM SENG PROMENADE #03-30 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
346,PARADISE RESTAURANT & CATERING PTE. LTD.,W97253L000,20 UPPER WELD ROAD SINGAPORE 207377,C,0,na,na
347,R E & S ENTERPRISES PTE LTD,W97245L000,1 KIM SENG PROMENADE #B1-07 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
348,TAJ AUTHENTIC INDIAN CUISINE PTE LTD,W97243P000,214 SOUTH BRIDGE ROAD SINGAPORE 058763,B,na,na,na
349,FONDUE CAFE 81 PTE LTD,W97223B000,43 JALAN MERAH SAGA #01-62 SINGAPORE 278115,A,na,na,na
350,MARKONOS F&B ENTERPRISES PTE LTD,W97190J000,1 DICKSON ROAD SINGAPORE 209493,B,na,na,na
351,AH YAT ABALONE FORUM RESTAURANT HOLDINGS PTE LTD,W97181K000,101 VICTORIA STREET #04-00 ALLSON HOTEL SINGAPORE 188018,A,na,na,na
352,ISLAMIC RESTAURANT PTE. LTD.,W97171N000,745 NORTH BRIDGE ROAD SINGAPORE 198713,B,na,na,na
353,KESAVAN S/O KRISHNAN,W97148L000,6 UPPER DICKSON ROAD SINGAPORE 207466,A,na,na,na
354,MASTER CHEF CULINARY CONCEPTS HOLDING LLP,W97135A000,283 NEW BRIDGE ROAD SINGAPORE 088754,C,4,na,na
355,LEEDS RESTAURANT & CATERING PTE. LTD.,W97132E000,24-26 BUFFALO ROAD SINGAPORE 219791,A,na,na,na
356,MENU PTE. LTD.,W97110X000,30 MERCHANT ROAD #01-05/07 SINGAPORE 058282,A,na,na,na
357,PADANG PALACE RESTAURANT PTE LTD,W97091L000,B CONNAUGHT DRIVE SINGAPORE RECREATION CLUB (2ND LEVEL) SINGAPORE 179682,A,na,na,na
358,M.K. RAMA PTE LTD,W96348N000,58 SERANGOON ROAD SINGAPORE 217964,A,na,na,na
359,LI YIMIN,W96280N000,18 MOSQUE STREET #01-03 SINGAPORE 059498,B,na,na,na
